Pulsometer RR [Aimar Mun 2015] heart rate raw data exported
Get Pulsometer RR --> https://play.google.com/store/apps/details?id=com.beetlesoft.pulsometer
CSV version format: 1.4
DB version: 1

Title:	
Comments:	
Date:	6/30/20 10:54 PM
Duration:	06:36:25'35
Activities:	Other
Max HR:	122
Average HR:	83
Calories:	1648
Time format pattern: "yyyy-MM-dd HH:mm:ss.SSS"

Timespan:	Time formatted:	Elapsed time	Heart rate:	Detection:
1593572235763	2020-06-30 22:57:15.763	00:03:54	108	OK
1593572236257	2020-06-30 22:57:16.257	00:03:55	107	OK
1593572236786	2020-06-30 22:57:16.786	00:03:56	106	OK
1593572237494	2020-06-30 22:57:17.494	00:03:57	106	OK
1593572237977	2020-06-30 22:57:17.977	00:03:57	105	OK
1593572238718	2020-06-30 22:57:18.718	00:03:58	105	OK
1593572239205	2020-06-30 22:57:19.205	00:03:59	105	OK
1593572239704	2020-06-30 22:57:19.704	00:04:00	104	OK
1593572240437	2020-06-30 22:57:20.437	00:04:01	105	OK
1593572240928	2020-06-30 22:57:20.928	00:04:02	105	OK
1593572241422	2020-06-30 22:57:21.422	00:04:03	104	OK
1593572242160	2020-06-30 22:57:22.160	00:04:04	104	OK
1593572242653	2020-06-30 22:57:22.653	00:04:05	105	OK
1593572243148	2020-06-30 22:57:23.148	00:04:05	105	OK
1593572243643	2020-06-30 22:57:23.643	00:04:06	105	OK
1593572244376	2020-06-30 22:57:24.376	00:04:07	106	OK
1593572244877	2020-06-30 22:57:24.877	00:04:08	107	OK
1593572245369	2020-06-30 22:57:25.369	00:04:08	108	OK
1593572245856	2020-06-30 22:57:25.856	00:04:09	108	OK
1593572246357	2020-06-30 22:57:26.357	00:04:10	109	OK
1593572246842	2020-06-30 22:57:26.842	00:04:11	109	OK
1593572247341	2020-06-30 22:57:27.341	00:04:12	110	OK
1593572248073	2020-06-30 22:57:28.073	00:04:13	110	OK
1593572248571	2020-06-30 22:57:28.571	00:04:14	111	OK
1593572249060	2020-06-30 22:57:29.060	00:04:14	112	OK
1593572249559	2020-06-30 22:57:29.559	00:04:15	112	OK
1593572250052	2020-06-30 22:57:30.052	00:04:16	113	OK
1593572250542	2020-06-30 22:57:30.542	00:04:17	114	OK
1593572251026	2020-06-30 22:57:31.026	00:04:18	114	OK
1593572251517	2020-06-30 22:57:31.517	00:04:19	114	OK
1593572252020	2020-06-30 22:57:32.020	00:04:20	115	OK
1593572252513	2020-06-30 22:57:32.513	00:04:21	115	OK
1593572253006	2020-06-30 22:57:33.006	00:04:21	114	OK
1593572253743	2020-06-30 22:57:33.743	00:04:22	114	OK
1593572254236	2020-06-30 22:57:34.236	00:04:23	114	OK
1593572254728	2020-06-30 22:57:34.728	00:04:24	114	OK
1593572255221	2020-06-30 22:57:35.221	00:04:24	114	OK
1593572255713	2020-06-30 22:57:35.713	00:04:25	113	OK
1593572256205	2020-06-30 22:57:36.205	00:04:26	113	OK
1593572256942	2020-06-30 22:57:36.942	00:04:27	113	OK
1593572257439	2020-06-30 22:57:37.439	00:04:28	113	OK
1593572257929	2020-06-30 22:57:37.929	00:04:28	113	OK
1593572258424	2020-06-30 22:57:38.424	00:04:29	114	OK
1593572258915	2020-06-30 22:57:38.915	00:04:30	113	OK
1593572259408	2020-06-30 22:57:39.408	00:04:31	113	OK
1593572259902	2020-06-30 22:57:39.902	00:04:32	114	OK
1593572260394	2020-06-30 22:57:40.394	00:04:33	114	OK
1593572261134	2020-06-30 22:57:41.134	00:04:33	114	OK
1593572261624	2020-06-30 22:57:41.624	00:04:34	114	OK
1593572262110	2020-06-30 22:57:42.110	00:04:35	114	OK
1593572262609	2020-06-30 22:57:42.609	00:04:36	114	OK
1593572263095	2020-06-30 22:57:43.095	00:04:37	114	OK
1593572263594	2020-06-30 22:57:43.594	00:04:38	115	OK
1593572264079	2020-06-30 22:57:44.079	00:04:38	115	OK
1593572264576	2020-06-30 22:57:44.576	00:04:39	115	OK
1593572265065	2020-06-30 22:57:45.065	00:04:40	115	OK
